,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
55,-0.79184234,0.1768038,-0.20324738,0.48262188,-0.381248,0.32164788,-0.36264905,0.060516387,-0.37914377,0.04147985,-0.29770878,-0.7326082,0.39614275,0.48882276,0.06556149,-0.22175021,0.3906923,0.11765409,0.25421992,0.55011225,-0.30675918,-0.53056556,0.0846356,0.76311207,-0.22022714,-0.5812655,0.26491997,-0.078138426,-0.7081704,-0.03697514
56,-0.50181234,0.08224322,-0.3916701,0.19870953,-0.06518449,0.19001071,-0.21642224,-0.34580433,-0.23520295,0.27498603,-0.31956172,-0.29094037,0.34166843,0.42713293,0.060892522,-0.39511493,0.2503522,-0.0047863433,0.5249948,0.53003895,-0.3569415,-0.033584055,-0.025272762,0.21775398,-0.68763363,-0.32983258,0.6286208,0.16377266,0.07157518,0.5489128
57,-0.64553237,-0.11518929,-0.0062146583,0.15989047,-0.47346115,-0.24755375,-0.38530132,-0.023013024,-0.1952118,0.49124983,-0.09017706,-0.38617855,0.1211976,0.07257865,-0.2354526,-0.0023179525,-0.34526545,0.37500677,0.3377763,-0.16875644,-0.026328905,0.28419596,-0.32553297,0.27966484,0.06795189,-0.17377986,0.34371358,-0.39141732,0.29742795,0.31475586
58,0.024325052,0.07721225,0.09911107,-0.27930018,-0.13739999,-0.39343578,0.3306616,0.2759664,0.3451154,0.06348732,0.12758389,-0.42589164,-0.23450308,0.09799832,-0.05430135,0.19529659,-0.14305098,0.5037247,-0.10482973,-0.20092462,0.34154612,-0.15890081,0.10274997,-0.4687042,0.36333045,0.45172527,-0.29763433,0.614652,-0.40443447,0.6927164
59,-0.47676212,0.26762006,-0.10607471,0.1509933,-0.33398446,0.38468796,-0.23759495,0.1420446,0.14321804,-0.24412636,0.40129998,-0.63163143,0.2579214,-0.552738,-0.100476295,0.19911328,-0.024542393,0.14009988,-0.18296805,0.45082614,-0.4942109,0.0044097984,0.4150042,0.36844236,-0.50915164,-0.28721777,-0.88507414,0.073143296,-0.76481664,0.029273877
60,-0.64062995,0.04071184,-0.28796688,0.30470723,-0.26268873,0.3662975,-0.2737875,-0.036375146,-0.31364694,0.0086561525,-0.15591961,-0.4086626,0.36896086,0.5453247,-0.063900374,-0.26611254,0.5567897,0.035975333,-0.32340735,0.52024,-0.29391673,0.19668072,-0.046008002,0.7492959,-0.07878949,-0.7854255,0.11530997,0.10780397,0.2805152,-0.3217095
61,-0.45099768,-0.09654434,-0.10823711,-0.64523786,-0.3307918,0.3914892,-0.41272387,-0.04740006,-0.2661779,-0.659062,-0.22124134,0.20294891,0.6972274,-0.3059214,-0.44230184,-0.6997064,-0.17858303,0.093035504,-0.000556897,0.2892675,-0.6567374,0.5191276,-0.20518823,0.3175182,-0.4963402,0.5886223,0.31210393,-0.5299544,0.3613412,0.37574828
62,0.85727644,0.7919006,0.016509628,0.5105035,-0.15332709,-0.03815891,0.5955241,0.15736172,0.0031873265,0.3837602,0.24255362,-0.5280609,-0.24144658,-0.12405262,0.0064816964,0.46650934,-0.06367747,0.16537468,-0.05125369,0.02785165,0.38350892,-0.50113636,0.44486198,-0.25820878,0.58970207,0.317379,-0.51438,0.364696,-0.7070678,0.46559623
63,-0.647353,-0.12590408,-0.30837435,-0.14260194,-0.6549022,0.07777657,-0.40250126,-0.003999174,-0.3803732,-0.1976416,-0.01628522,-0.4364051,0.4542147,-0.3848709,-0.27924803,-0.2453669,-0.037230194,0.30363303,-0.09340199,0.10876789,-0.5724816,0.6027008,-0.41018808,0.5894725,-0.58800113,-0.6625718,-0.6144038,-0.52175045,0.3067045,-0.33970976
64,-0.3830125,-0.12608454,-0.039467674,0.13709515,-0.42097336,-0.17514664,0.24350654,0.016733741,-0.09315249,0.69139504,-0.011291567,-0.1603019,-0.26231742,0.095970854,-0.35478246,0.15441954,-0.1008008,0.38524887,0.07926504,-0.21578005,0.4309913,0.20426306,-0.28735912,0.043433193,0.1011449,-0.25730306,0.17486207,0.22514583,0.23386607,0.15647273
