sub_id,session,block,trial,left_stim_id,right_stim_id,left_pwin,right_pwin,chosen_stim_id,choice_side,reward,rt
41,0,0,0,79,82,0.8,0.5,79,0,1,-14817.615443171382
41,0,0,1,79,81,0.8,0.35000000000000003,79,0,1,-14823.698252786287
41,0,0,2,78,82,0.2,0.5,78,0,0,-14827.946019141222
41,0,0,3,79,82,0.8,0.5,79,0,1,-14833.30801031878
41,0,0,4,78,82,0.2,0.5,78,0,0,-14837.583228623611
41,0,0,5,80,81,0.6500000000000001,0.35000000000000003,81,1,0,-14843.018606918376
41,0,0,6,78,80,0.2,0.6500000000000001,80,1,0,-14847.161702467254
41,0,0,7,79,82,0.8,0.5,82,1,1,-14851.618512105559
41,0,0,8,78,79,0.2,0.8,79,1,1,-14855.192316693261
41,0,0,9,78,80,0.2,0.6500000000000001,80,1,0,-14859.556096364988
41,0,0,10,78,80,0.2,0.6500000000000001,78,0,1,-14863.88769996802
41,0,0,11,80,81,0.6500000000000001,0.35000000000000003,80,0,1,-14868.110013965821
41,0,0,12,78,82,0.2,0.5,78,0,0,-14872.552180377077
41,0,0,13,80,81,0.6500000000000001,0.35000000000000003,81,1,0,-14877.728410090614
41,0,0,14,79,80,0.8,0.6500000000000001,80,1,1,-14881.535281197826
41,0,0,15,78,81,0.2,0.35000000000000003,81,1,0,-14885.949213467287
41,0,0,16,79,81,0.8,0.35000000000000003,79,0,0,-14891.621493539473
41,0,0,17,78,82,0.2,0.5,82,1,1,-14895.26967849752
41,0,0,18,78,80,0.2,0.6500000000000001,80,1,1,-14898.924514126127
41,0,1,0,86,88,0.55,0.45,86,0,0,-14927.6081828525
41,0,1,1,84,88,0.6,0.45,88,1,0,-14931.517577038006
41,0,1,2,86,88,0.55,0.45,86,0,1,-14936.032120083071
41,0,1,3,84,88,0.6,0.45,84,0,1,-14940.320579066376
41,0,1,4,84,86,0.6,0.55,84,0,0,-14944.755905707718
41,0,1,5,84,86,0.6,0.55,86,1,1,-14948.738610413116
41,0,1,6,85,87,0.5,0.2,87,1,0,-14952.6493019179
41,0,1,7,85,88,0.5,0.45,85,0,0,-14957.318952036723
41,0,1,8,84,86,0.6,0.55,86,1,1,-14961.868642619893
41,0,1,9,86,88,0.55,0.45,86,0,0,-14967.04176799372
41,0,1,10,85,86,0.5,0.55,85,0,0,-14971.281529829263
41,0,1,11,84,86,0.6,0.55,86,1,0,-14974.76648813911
41,0,1,12,85,86,0.5,0.55,85,0,1,-14979.425323790296
41,0,1,13,85,87,0.5,0.2,87,1,0,-14984.38507538834
41,0,1,14,87,88,0.2,0.45,88,1,0,-14988.557284316941
41,0,1,15,84,87,0.6,0.2,84,0,1,-14993.111090324215
41,0,1,16,85,88,0.5,0.45,85,0,0,-14997.249476383517
41,0,1,17,85,88,0.5,0.45,88,1,0,-15001.187911294457
41,0,2,0,90,92,0.6500000000000001,0.35000000000000003,92,1,0,-15028.013215819556
41,0,2,1,90,94,0.6500000000000001,0.2,94,1,0,-15031.583583514337
41,0,2,2,90,94,0.6500000000000001,0.2,94,1,1,-15036.525364988645
41,0,2,3,90,94,0.6500000000000001,0.2,90,0,1,-15041.331256469044
41,0,2,4,92,94,0.35000000000000003,0.2,92,0,0,-15045.140794229925
41,0,2,5,90,92,0.6500000000000001,0.35000000000000003,92,1,0,-15049.51806557573
41,0,2,6,90,94,0.6500000000000001,0.2,90,0,0,-15054.254686749344
41,0,2,7,90,92,0.6500000000000001,0.35000000000000003,92,1,0,-15059.467105398435
41,0,2,8,90,92,0.6500000000000001,0.35000000000000003,92,1,1,-15063.456444404988
41,0,2,9,90,92,0.6500000000000001,0.35000000000000003,92,1,0,-15066.85836239992
41,0,2,10,92,94,0.35000000000000003,0.2,92,0,0,-15071.916878663616
41,0,2,11,90,94,0.6500000000000001,0.2,90,0,0,-15076.324482104084
41,0,2,12,92,94,0.35000000000000003,0.2,94,1,0,-15081.069183987582
41,0,2,13,91,93,0.5,0.8,91,0,1,-15085.05842777696
41,0,2,14,91,93,0.5,0.8,91,0,1,-15089.627523789723
41,0,2,15,93,94,0.8,0.2,94,1,0,-15093.310120390961
41,0,2,16,90,91,0.6500000000000001,0.5,91,1,0,-15098.578318935512
41,0,2,17,90,94,0.6500000000000001,0.2,94,1,0,-15102.788899722365
41,0,2,18,91,93,0.5,0.8,91,0,0,-15107.248217152508
41,0,2,19,90,92,0.6500000000000001,0.35000000000000003,92,1,1,-15111.29776724945
41,0,2,20,90,92,0.6500000000000001,0.35000000000000003,90,0,1,-15115.022156094119
