sub_id,session,block,trial,left_stim_id,right_stim_id,left_pwin,right_pwin,chosen_stim_id,choice_side,reward,rt
56,0,0,0,79,83,0.6500000000000001,0.35000000000000003,83,1,0,-260468.76336867936
56,0,0,1,79,80,0.6500000000000001,0.5,80,1,1,-260635.07253209848
56,0,0,2,80,82,0.5,0.8,80,0,1,-260642.80851565345
56,0,0,3,82,83,0.8,0.35000000000000003,82,0,0,-260638.0675335563
56,0,0,4,79,81,0.6500000000000001,0.2,81,1,0,-260661.22147015293
56,0,0,5,79,80,0.6500000000000001,0.5,79,0,0,-260690.54617035654
56,0,0,6,82,83,0.8,0.35000000000000003,82,0,1,-260694.26977575218
56,0,0,7,81,83,0.2,0.35000000000000003,83,1,0,-260698.58062451732
56,0,0,8,81,83,0.2,0.35000000000000003,81,0,0,-260699.8055399109
56,0,0,9,80,83,0.5,0.35000000000000003,83,1,0,-260709.314932481
56,0,0,10,80,81,0.5,0.2,80,0,0,-260711.0368644291
56,0,0,11,79,82,0.6500000000000001,0.8,79,0,0,-260718.36781063394
56,0,0,12,80,82,0.5,0.8,80,0,0,-260723.4858355001
56,0,0,13,81,83,0.2,0.35000000000000003,81,0,1,-260727.588125098
56,0,0,14,79,83,0.6500000000000001,0.35000000000000003,79,0,1,-260732.84759577073
56,0,0,15,79,82,0.6500000000000001,0.8,79,0,1,-260735.76853254662
56,0,0,16,79,82,0.6500000000000001,0.8,79,0,0,-260748.30164081682
56,0,0,17,82,83,0.8,0.35000000000000003,83,1,1,-260755.53673754827
56,0,0,18,79,81,0.6500000000000001,0.2,81,1,0,-260760.4656915785
56,0,0,19,80,82,0.5,0.8,80,0,0,-260769.62582011594
56,0,0,20,80,82,0.5,0.8,80,0,0,-260774.6783937095
56,0,0,21,82,83,0.8,0.35000000000000003,83,1,1,-260780.7687930897
56,0,0,22,81,83,0.2,0.35000000000000003,83,1,1,-260787.46954785738
56,0,1,0,85,87,0.6,0.5,85,0,1,-260827.4967416746
56,0,1,1,87,88,0.5,0.55,88,1,0,-260828.10093846553
56,0,1,2,85,88,0.6,0.55,88,1,1,-260834.09524708654
56,0,1,3,87,88,0.5,0.55,88,1,1,-260845.08353891707
56,0,1,4,85,88,0.6,0.55,88,1,0,-260853.03325113608
56,0,1,5,85,87,0.6,0.5,87,1,1,-260862.0064742905
56,0,1,6,87,88,0.5,0.55,87,0,1,-260865.79019007905
56,0,1,7,85,87,0.6,0.5,87,1,0,-260873.462572747
56,0,1,8,86,89,0.2,0.45,86,0,0,-260878.9768710317
56,0,1,9,87,89,0.5,0.45,89,1,1,-260884.4304071087
56,0,1,10,86,89,0.2,0.45,89,1,1,-260888.59388814526
56,0,1,11,87,88,0.5,0.55,88,1,1,-260896.26901430567
56,0,1,12,86,88,0.2,0.55,86,0,1,-260904.0439594075
56,0,1,13,85,89,0.6,0.45,85,0,1,-260910.6875634346
56,0,1,14,86,87,0.2,0.5,86,0,1,-260917.27137798042
56,0,1,15,86,87,0.2,0.5,87,1,0,-260922.24252798158
56,0,1,16,85,87,0.6,0.5,85,0,0,-260926.26336097313
56,0,1,17,85,86,0.6,0.2,86,1,0,-260932.74010944934
56,0,1,18,86,88,0.2,0.55,88,1,1,-260938.81510788886
56,0,2,0,93,95,0.35000000000000003,0.5,93,0,0,-260967.0871615913
56,0,2,1,92,95,0.8,0.5,95,1,0,-260974.15727748128
56,0,2,2,93,95,0.35000000000000003,0.5,95,1,0,-260977.7852254471
56,0,2,3,92,93,0.8,0.35000000000000003,93,1,1,-260985.3030539048
56,0,2,4,92,95,0.8,0.5,92,0,1,-260986.79799201802
56,0,2,5,91,94,0.6500000000000001,0.2,91,0,0,-260994.6478613699
56,0,2,6,91,94,0.6500000000000001,0.2,91,0,0,-260995.83238530732
56,0,2,7,91,95,0.6500000000000001,0.5,95,1,0,-261007.37194325242
56,0,2,8,93,95,0.35000000000000003,0.5,93,0,0,-261013.3480932208
56,0,2,9,91,94,0.6500000000000001,0.2,91,0,1,-261019.36200937716
56,0,2,10,94,95,0.2,0.5,94,0,0,-261023.72282135906
56,0,2,11,92,94,0.8,0.2,94,1,0,-261028.38931135176
56,0,2,12,94,95,0.2,0.5,95,1,0,-261036.9946900468
56,0,2,13,91,94,0.6500000000000001,0.2,94,1,0,-261039.3338805135
56,0,2,14,92,94,0.8,0.2,92,0,1,-261046.58827049422
56,0,2,15,91,93,0.6500000000000001,0.35000000000000003,93,1,1,-261057.08488327815
56,0,2,16,92,94,0.8,0.2,92,0,1,-261059.81934378127
56,0,2,17,91,93,0.6500000000000001,0.35000000000000003,93,1,0,-261068.8208226996
56,0,2,18,91,92,0.6500000000000001,0.8,91,0,0,-261073.6627043065
56,0,2,19,93,94,0.35000000000000003,0.2,93,0,0,-261079.14659440066
